node1	node2	distance
t10125	t29484	1
t102430	t210594	1
t103103	t21573	1
t103103	t228943	1
t119623	t146023	1
t119623	t29484	1
t119623	t96704	1
t122261	t146023	1
t122261	t24018	1
t125400	t96704	1
t133203	t100358	0
t133213	t55586	1
t150207	t96704	1
t16094	t100358	1
t16094	t183962	1
t168972	t146023	1
t168972	t55112	1
t176732	t219468	1
t176732	t97010	1
t182454	t150207	1
t182454	t34222	1
t191228	t127134	1
t191560	t132182	1
t191560	t157236	1
t193049	t233357	1
t19701	t197007	1
t198149	t29484	1
t200982	t68089	0
t212347	t165142	1
t212533	t80802	1
t213865	t55112	1
t213865	t68726	1
t215201	t72085	1
t21573	t165533	1
t21573	t219468	1
t21573	t96704	1
t215734	t67782	1
t222545	t186910	1
t227134	t136442	0
t227213	t171217	1
t233357	t85748	1
t234503	t80802	1
t237877	t230122	1
t24018	t55586	1
t28710	t125400	1
t29484	t96704	1
t34222	t181088	1
t55112	t9618	1
t55323	t27423	1
t55323	t96704	1
t59586	t78058	0
t68726	t10125	0
t68726	t55112	1
t68726	t9618	1
t70950	t55112	1
t72839	t197007	1
t74363	t62546	1
t76514	t62546	1
t77154	t165142	1
t81240	t119634	1
t81240	t27423	1
t81240	t28710	1
t81240	t76514	1
t81331	t119623	1
t81331	t119634	1
t81331	t165142	1
t81331	t55323	1
t81331	t81240	1
t81331	t96704	1
t81568	t34222	0
t85748	t137763	1
t85748	t146023	1
t92562	t128141	1
t93589	t30593	1
t93589	t90294	1
t97010	t132182	1
t97429	t90294	1
