node1	node2	distance
t100155	t107206	1
t100155	t110577	1
t100155	t121094	1
t100155	t12756	0
t100155	t14519	1
t100155	t147282	1
t100155	t30685	1
t100593	t110650	1
t100593	t175840	1
t101138	t117790	1
t101138	t129151	1
t101138	t129280	1
t101138	t135742	1
t101138	t160308	1
t101138	t160327	1
t101138	t168319	1
t101138	t175942	1
t101138	t179435	1
t101138	t18530	1
t101138	t187873	1
t101138	t205928	1
t101138	t2366	1
t101138	t44117	1
t101138	t4793	1
t101138	t57156	1
t101138	t63862	1
t101138	t72114	1
t101138	t77001	1
t101138	t9618	1
t101138	t97488	1
t101160	t105886	1
t101160	t120203	1
t101160	t13066	1
t101160	t140858	1
t101160	t150388	1
t101160	t174678	1
t101160	t207147	1
t101160	t221162	1
t101160	t66779	1
t101160	t75391	1
t101160	t90829	1
t101295	t192558	0
t102032	t102704	1
t102032	t12301	1
t102032	t22083	1
t10257	t127827	1
t10257	t134839	1
t10257	t158026	1
t10257	t159131	1
t10257	t160308	1
t10257	t34550	1
t10257	t54233	1
t10257	t59271	1
t102831	t120203	1
t102831	t138334	1
t102831	t149291	1
t102831	t7268	1
t103221	t194231	1
t103221	t202421	0
t103221	t205847	0
t103221	t45307	1
t103298	t134839	1
t1034	t102116	1
t1034	t27661	1
t1034	t45317	0
t1034	t86109	1
t1034	t91494	1
t1034	t91630	0
t10340	t107100	1
t10340	t110595	1
t10340	t128095	1
t10340	t14519	1
t10340	t14689	1
t10340	t234301	1
t10340	t31591	1
t10340	t33041	1
t10340	t78960	1
t103466	t142490	1
t103466	t173461	1
t103466	t47546	1
t103466	t7039	1
t103933	t103466	1
t103933	t136188	1
t104365	t114165	1
t104365	t118087	1
t104365	t120203	1
t104365	t134350	1
t104365	t145583	1
t104365	t160308	1
t104365	t207147	1
t104365	t54233	1
t104365	t7268	1
t104365	t92773	0
t104402	t63776	1
t104437	t125347	1
t104437	t131105	1
t104437	t99616	1
t104533	t107313	1
t1049	t187998	1
t104954	t125347	1
t104954	t128095	1
t105457	t159621	1
t105886	t103957	1
t105886	t10965	1
t105886	t111202	1
t105886	t129280	1
t105886	t13066	1
t105886	t164120	1
t105886	t168319	1
t105886	t174812	1
t105886	t177203	1
t105886	t18530	1
t105886	t185418	1
t105886	t187873	0
t105886	t216824	1
t105886	t232121	1
t105886	t234204	1
t105886	t234301	1
t105886	t31480	1
t105886	t57156	1
t105886	t59271	1
t105886	t63776	1
t105886	t64960	1
t105886	t72114	1
t105886	t77001	1
t105914	t103957	1
t105914	t117790	1
t105914	t164120	1
t105914	t169190	1
t105914	t92773	1
t106057	t195086	1
t106320	t14519	1
t106320	t193535	1
t107206	t118851	1
t107206	t198002	1
t10739	t112677	1
t10739	t118430	1
t10739	t120203	1
t10739	t134350	1
t10739	t149291	1
t10739	t207147	1
t10739	t68760	1
t10739	t7268	1
t107591	t111352	0
t107591	t129369	1
t108829	t47302	1
t108829	t63862	1
t108829	t7268	1
t109133	t16062	1
t109185	t114165	1
t109185	t117790	1
t109185	t12756	1
t109185	t232429	1
t109185	t44346	1
t109190	t39651	1
t109409	t1034	1
t109409	t129151	1
t109409	t137437	1
t109409	t145583	1
t109409	t234301	1
t109409	t39580	1
t109409	t71169	1
t109409	t91494	1
t109409	t91630	1
t10965	t149178	1
t10965	t150388	1
t10965	t61779	1
t10965	t85990	1
t110433	t7268	1
t110577	t103957	0
t110577	t104954	1
t110577	t105886	1
t110577	t12756	1
t110577	t129151	1
t110577	t174812	1
t110577	t175840	1
t110577	t234301	1
t110577	t48152	1
t110577	t73426	1
t110595	t102032	1
t110650	t39981	1
t11082	t37162	1
t111015	t54233	1
t111038	t32868	1
t111038	t66127	1
t111219	t192558	1
t111276	t178639	1
t111276	t32884	1
t111276	t63776	1
t111276	t71127	1
t111276	t90367	1
t111276	t94455	1
t111352	t102116	1
t111352	t53262	1
t111847	t185502	1
t111847	t52121	0
t112582	t105886	0
t112582	t129280	1
t112582	t129369	1
t112582	t13066	1
t112582	t164120	1
t112582	t168319	1
t112582	t174812	1
t112582	t177203	1
t112582	t18530	1
t112582	t187873	1
t112582	t216824	1
t112582	t22626	1
t112582	t232121	1
t112582	t27826	1
t112582	t4793	1
t112582	t57156	1
t112582	t59271	1
t112582	t62646	1
t112582	t63776	1
t112582	t64960	1
t112582	t72114	1
t112582	t77001	1
t112582	t79079	1
t112582	t97488	1
t112677	t102704	1
t112677	t129369	1
t114141	t152217	1
t114141	t199482	1
t114141	t39981	1
t114513	t110585	1
t114513	t140858	1
t114513	t21656	1
t114513	t56780	1
t114734	t44117	1
t114843	t93880	1
t116092	t59112	1
t116537	t56900	1
t116537	t60792	0
t116537	t92354	1
t116888	t104365	1
t116888	t10739	1
t116888	t117487	1
t116888	t117790	1
t116888	t118430	0
t116888	t120203	0
t116888	t134350	1
t116888	t135742	1
t116888	t14457	0
t116888	t145583	0
t116888	t145661	1
t116888	t149291	1
t116888	t155649	1
t116888	t159053	0
t116888	t166327	1
t116888	t17257	1
t116888	t178907	1
t116888	t185418	1
t116888	t207147	1
t116888	t2234	1
t116888	t27825	0
t116888	t32868	1
t116888	t37178	1
t116888	t44117	1
t116888	t48692	1
t116888	t54572	1
t116888	t56805	0
t116888	t62831	0
t116888	t68760	1
t116888	t7268	0
t116888	t74972	1
t116888	t75391	1
t116888	t8865	1
t116888	t95760	1
t116888	t95857	1
t117003	t188072	1
t117003	t90367	1
t117414	t203301	1
t117487	t10739	1
t117487	t118430	0
t117487	t120203	0
t117487	t135742	1
t117487	t145583	1
t117487	t148268	1
t117487	t149291	0
t117487	t155649	1
t117487	t159053	1
t117487	t170479	1
t117487	t207147	1
t117487	t27825	1
t117487	t37178	0
t117487	t4793	1
t117487	t54572	1
t117487	t56805	1
t117487	t57177	1
t117487	t62831	1
t117487	t68760	1
t117487	t7268	0
t117487	t95760	1
t117680	t37162	1
t117790	t102831	1
t117790	t110433	1
t117790	t120203	1
t117790	t12756	1
t117790	t149291	1
t117790	t62840	1
t118430	t114734	1
t118430	t120203	0
t118430	t7268	0
t118954	t59271	1
t119715	t188230	1
t119715	t86109	1
t120203	t48692	1
t120203	t63862	1
t120203	t92959	1
t121821	t108142	1
t121821	t169190	1
t121821	t221162	1
t121821	t86445	1
t122074	t18530	1
t122074	t224815	1
t122074	t58175	1
t122074	t91399	1
t12252	t110650	1
t12252	t123834	1
t12252	t168570	1
t12252	t179435	1
t12252	t18530	1
t123018	t109409	1
t123018	t137437	1
t123018	t140858	1
t123018	t91399	1
t123018	t92429	1
t123834	t179435	1
t123834	t18530	1
t123834	t61779	1
t12396	t195089	1
t12396	t207147	1
t12396	t233775	1
t12396	t74737	1
t124020	t118430	1
t124020	t27825	1
t124631	t188072	1
t124859	t148077	1
t124859	t231523	1
t124859	t27825	1
t124859	t33041	1
t125347	t111202	1
t125349	t125347	0
t125349	t14519	1
t125349	t9832	1
t125482	t128868	1
t127762	t23624	1
t127762	t53439	1
t127986	t14457	1
t127986	t79079	1
t128095	t92959	1
t128264	t153821	1
t128264	t18530	1
t128264	t188784	1
t128264	t56780	1
t128868	t32884	1
t128868	t75391	1
t128987	t203361	1
t128987	t86445	1
t129077	t33358	0
t129151	t103957	1
t129151	t111202	1
t129151	t175840	0
t129151	t179435	1
t129151	t18530	1
t129151	t187873	1
t129151	t57156	1
t129151	t66127	1
t129280	t100593	1
t129280	t110650	1
t129280	t12252	1
t129280	t13066	1
t129280	t134350	1
t129280	t150388	1
t129280	t160308	1
