node1	node2	distance
t101637	t111524	1
t101637	t184224	1
t103067	t116136	1
t110923	t141098	1
t111524	t195514	1
t111524	t56323	1
t111524	t8475	1
t112579	t218512	1
t113266	t75866	1
t119749	t37238	1
t131304	t184224	1
t131304	t195514	1
t131304	t8475	1
t134477	t105236	1
t134477	t111524	1
t134477	t116136	1
t134477	t145824	0
t134477	t179720	1
t134477	t26239	1
t134477	t40058	1
t135547	t53362	1
t140735	t101637	1
t144659	t37238	1
t144659	t8475	1
t145824	t116136	1
t145824	t179720	1
t148402	t114682	1
t149920	t168312	1
t151801	t94880	1
t152525	t112579	1
t152525	t13757	1
t152525	t183068	1
t153108	t68288	1
t156131	t79491	0
t15958	t116136	1
t15958	t134477	1
t15958	t145824	1
t165298	t115602	1
t165298	t195514	1
t172068	t141098	1
t175182	t134908	1
t175185	t80572	1
t183027	t173344	1
t183027	t5794	1
t184224	t85974	1
t187048	t22076	1
t18744	t134908	1
t18744	t156623	1
t18744	t48757	1
t192493	t101222	1
t192493	t207708	1
t195514	t105236	1
t195514	t143698	1
t195514	t179720	1
t195514	t25613	1
t195514	t35526	1
t195514	t37238	1
t195514	t48523	0
t195514	t68288	1
t195514	t8475	1
t195541	t143698	1
t206660	t232274	1
t206660	t27699	1
t214886	t214012	1
t214886	t31320	1
t218056	t75734	1
t218512	t218382	1
t230016	t134908	1
t230016	t71960	1
t232383	t102712	1
t232383	t197949	1
t233111	t22076	1
t235665	t236476	0
t235714	t151801	1
t25003	t199026	1
t25003	t203012	0
t25613	t6246	1
t26239	t116136	0
t26239	t145824	1
t26239	t179720	1
t31320	t173344	1
t31320	t8475	1
t35526	t179720	1
t35526	t5794	1
t36876	t114533	1
t37238	t105236	1
t37322	t40928	1
t37322	t97721	1
t38805	t22076	1
t40058	t116136	1
t40928	t232274	1
t44854	t203012	0
t44854	t25003	1
t4813	t175185	1
t48523	t13757	1
t54293	t116136	0
t54293	t134477	0
t54293	t145824	0
t54293	t179720	1
t54293	t184224	0
t54293	t26239	0
t54293	t94880	1
t5794	t116136	1
t5794	t13757	1
t5794	t8475	1
t58600	t124772	1
t60478	t101222	1
t60478	t65521	1
t61442	t143698	1
t61442	t187438	1
t61442	t214845	1
t61442	t58600	1
t6246	t94880	1
t6277	t122350	1
t6277	t8475	1
t65521	t143698	0
t68288	t48523	1
t69151	t56323	1
t76605	t179976	1
t79491	t131803	1
t79491	t13757	1
t79491	t5794	1
t80572	t128091	1
t8475	t143698	1
t8475	t68288	1
t87917	t218512	1
t92323	t131304	1
t92323	t195514	1
t92323	t48523	1
t92323	t55268	1
t96508	t227971	1
t967	t105236	1
t967	t179720	1
t967	t36416	1
t97721	t145824	1
t98009	t113648	1
